region_type,region,year,week,total_specimens,total_a,total_b,percent_positive,percent_a,percent_b,wk_date
States,Utah,2018,40,352,2,0,0.57,0.57,0,2018-09-30
States,Vermont,2018,40,37,0,0,0,0,0,2018-09-30
States,Virginia,2018,40,224,0,0,0,0,0,2018-09-30
States,Washington,2018,40,637,4,1,0.78,0.63,0.16,2018-09-30
States,West Virginia,2018,40,446,0,0,0,0,0,2018-09-30
States,Wisconsin,2018,40,672,1,0,0.15,0.15,0,2018-09-30
States,Wyoming,2018,40,NA,NA,NA,NA,NA,NA,2018-09-30
States,Puerto Rico,2018,40,NA,NA,NA,NA,NA,NA,2018-09-30
States,Virgin Islands,2018,40,NA,NA,NA,NA,NA,NA,2018-09-30
States,New York City,2018,40,NA,NA,NA,NA,NA,NA,2018-09-30
States,Alabama,2018,41,467,5,2,1.5,1.07,0.43,2018-10-07
States,Alaska,2018,41,NA,NA,NA,NA,NA,NA,2018-10-07
States,Arizona,2018,41,180,1,0,0.56,0.56,0,2018-10-07
States,Arkansas,2018,41,135,2,0,1.48,1.48,0,2018-10-07
States,California,2018,41,410,4,1,1.22,0.98,0.24,2018-10-07
States,Colorado,2018,41,407,2,0,0.49,0.49,0,2018-10-07
States,Connecticut,2018,41,412,1,2,0.73,0.24,0.49,2018-10-07
States,Delaware,2018,41,149,0,1,0.67,0,0.67,2018-10-07
States,District of Columbia,2018,41,NA,NA,NA,NA,NA,NA,2018-10-07
States,Florida,2018,41,NA,NA,NA,NA,NA,NA,2018-10-07
States,Georgia,2018,41,814,5,12,2.09,0.61,1.47,2018-10-07
States,Hawaii,2018,41,104,4,0,3.85,3.85,0,2018-10-07
States,Idaho,2018,41,30,1,0,3.33,3.33,0,2018-10-07
States,Illinois,2018,41,203,0,1,0.49,0,0.49,2018-10-07
States,Indiana,2018,41,180,1,0,0.56,0.56,0,2018-10-07
States,Iowa,2018,41,192,0,0,0,0,0,2018-10-07
States,Kansas,2018,41,53,0,0,0,0,0,2018-10-07
States,Kentucky,2018,41,384,0,0,0,0,0,2018-10-07
States,Louisiana,2018,41,250,2,1,1.2,0.8,0.4,2018-10-07
States,Maine,2018,41,35,0,0,0,0,0,2018-10-07
States,Maryland,2018,41,143,1,1,1.4,0.7,0.7,2018-10-07
States,Massachusetts,2018,41,443,0,0,0,0,0,2018-10-07
States,Michigan,2018,41,757,6,1,0.92,0.79,0.13,2018-10-07
States,Minnesota,2018,41,409,1,0,0.24,0.24,0,2018-10-07
States,Mississippi,2018,41,57,0,0,0,0,0,2018-10-07
States,Missouri,2018,41,658,0,0,0,0,0,2018-10-07
States,Montana,2018,41,100,1,0,1,1,0,2018-10-07
States,Nebraska,2018,41,108,0,0,0,0,0,2018-10-07
States,Nevada,2018,41,NA,NA,NA,NA,NA,NA,2018-10-07
States,New Hampshire,2018,41,NA,NA,NA,NA,NA,NA,2018-10-07
States,New Jersey,2018,41,NA,NA,NA,NA,NA,NA,2018-10-07
States,New Mexico,2018,41,270,0,0,0,0,0,2018-10-07
States,New York,2018,41,1999,7,1,0.4,0.35,0.05,2018-10-07
States,North Carolina,2018,41,288,2,2,1.39,0.69,0.69,2018-10-07
States,North Dakota,2018,41,82,0,0,0,0,0,2018-10-07
States,Ohio,2018,41,1214,6,4,0.82,0.49,0.33,2018-10-07
States,Oklahoma,2018,41,229,1,1,0.87,0.44,0.44,2018-10-07
States,Oregon,2018,41,235,2,0,0.85,0.85,0,2018-10-07
States,Pennsylvania,2018,41,230,2,1,1.3,0.87,0.43,2018-10-07
States,Rhode Island,2018,41,NA,NA,NA,NA,NA,NA,2018-10-07
States,South Carolina,2018,41,300,2,0,0.67,0.67,0,2018-10-07
States,South Dakota,2018,41,86,1,0,1.16,1.16,0,2018-10-07
States,Tennessee,2018,41,82,0,2,2.44,0,2.44,2018-10-07
States,Texas,2018,41,1303,12,14,2,0.92,1.07,2018-10-07
States,Utah,2018,41,375,3,0,0.8,0.8,0,2018-10-07
States,Vermont,2018,41,47,1,0,2.13,2.13,0,2018-10-07
States,Virginia,2018,41,265,0,0,0,0,0,2018-10-07
States,Washington,2018,41,694,8,5,1.87,1.15,0.72,2018-10-07
States,West Virginia,2018,41,457,1,0,0.22,0.22,0,2018-10-07
States,Wisconsin,2018,41,850,0,0,0,0,0,2018-10-07
States,Wyoming,2018,41,NA,NA,NA,NA,NA,NA,2018-10-07
States,Puerto Rico,2018,41,NA,NA,NA,NA,NA,NA,2018-10-07
States,Virgin Islands,2018,41,NA,NA,NA,NA,NA,NA,2018-10-07
States,New York City,2018,41,NA,NA,NA,NA,NA,NA,2018-10-07
States,Alabama,2018,42,569,6,1,1.23,1.05,0.18,2018-10-14
States,Alaska,2018,42,NA,NA,NA,NA,NA,NA,2018-10-14
States,Arizona,2018,42,210,0,3,1.43,0,1.43,2018-10-14
States,Arkansas,2018,42,120,2,2,3.33,1.67,1.67,2018-10-14
States,California,2018,42,457,5,2,1.53,1.09,0.44,2018-10-14
States,Colorado,2018,42,440,3,0,0.68,0.68,0,2018-10-14
States,Connecticut,2018,42,443,0,0,0,0,0,2018-10-14
States,Delaware,2018,42,156,6,0,3.85,3.85,0,2018-10-14
States,District of Columbia,2018,42,NA,NA,NA,NA,NA,NA,2018-10-14
States,Florida,2018,42,NA,NA,NA,NA,NA,NA,2018-10-14
States,Georgia,2018,42,769,5,7,1.56,0.65,0.91,2018-10-14
States,Hawaii,2018,42,92,0,0,0,0,0,2018-10-14
States,Idaho,2018,42,46,1,0,2.17,2.17,0,2018-10-14
States,Illinois,2018,42,216,0,0,0,0,0,2018-10-14
States,Indiana,2018,42,154,0,0,0,0,0,2018-10-14
States,Iowa,2018,42,233,0,0,0,0,0,2018-10-14
States,Kansas,2018,42,72,0,0,0,0,0,2018-10-14
States,Kentucky,2018,42,383,1,1,0.52,0.26,0.26,2018-10-14
States,Louisiana,2018,42,271,5,2,2.58,1.85,0.74,2018-10-14
States,Maine,2018,42,48,0,0,0,0,0,2018-10-14
States,Maryland,2018,42,153,1,0,0.65,0.65,0,2018-10-14
States,Massachusetts,2018,42,494,1,0,0.2,0.2,0,2018-10-14
States,Michigan,2018,42,858,2,0,0.23,0.23,0,2018-10-14
States,Minnesota,2018,42,337,3,1,1.19,0.89,0.3,2018-10-14
States,Mississippi,2018,42,56,0,1,1.79,0,1.79,2018-10-14
States,Missouri,2018,42,736,3,0,0.41,0.41,0,2018-10-14
States,Montana,2018,42,120,0,0,0,0,0,2018-10-14
States,Nebraska,2018,42,103,0,0,0,0,0,2018-10-14
States,Nevada,2018,42,18,0,0,0,0,0,2018-10-14
States,New Hampshire,2018,42,NA,NA,NA,NA,NA,NA,2018-10-14
States,New Jersey,2018,42,NA,NA,NA,NA,NA,NA,2018-10-14
States,New Mexico,2018,42,262,0,0,0,0,0,2018-10-14
States,New York,2018,42,2068,7,0,0.34,0.34,0,2018-10-14
States,North Carolina,2018,42,346,4,1,1.45,1.16,0.29,2018-10-14
States,North Dakota,2018,42,116,1,0,0.86,0.86,0,2018-10-14
States,Ohio,2018,42,1629,3,4,0.43,0.18,0.25,2018-10-14
States,Oklahoma,2018,42,265,0,0,0,0,0,2018-10-14
States,Oregon,2018,42,291,3,0,1.03,1.03,0,2018-10-14
States,Pennsylvania,2018,42,268,1,0,0.37,0.37,0,2018-10-14
States,Rhode Island,2018,42,NA,NA,NA,NA,NA,NA,2018-10-14
States,South Carolina,2018,42,282,2,0,0.71,0.71,0,2018-10-14
States,South Dakota,2018,42,98,0,0,0,0,0,2018-10-14
States,Tennessee,2018,42,120,0,1,0.83,0,0.83,2018-10-14
States,Texas,2018,42,1485,12,15,1.82,0.81,1.01,2018-10-14
States,Utah,2018,42,399,0,0,0,0,0,2018-10-14
States,Vermont,2018,42,81,0,0,0,0,0,2018-10-14
States,Virginia,2018,42,284,1,0,0.35,0.35,0,2018-10-14
States,Washington,2018,42,703,2,3,0.71,0.28,0.43,2018-10-14
States,West Virginia,2018,42,413,0,0,0,0,0,2018-10-14
States,Wisconsin,2018,42,870,2,0,0.23,0.23,0,2018-10-14
States,Wyoming,2018,42,NA,NA,NA,NA,NA,NA,2018-10-14
States,Puerto Rico,2018,42,NA,NA,NA,NA,NA,NA,2018-10-14
States,Virgin Islands,2018,42,NA,NA,NA,NA,NA,NA,2018-10-14
