component_model_id,season,Model Week,location,weight
Dynamic Harmonic Model,2014/2015,55,Alabama,0.999999958169026
Historical Average,2014/2015,55,Alabama,2.135346654902e-08
Subtype Historical Average,2014/2015,55,Alabama,2.04775077205256e-08
Dynamic Harmonic Model,2015/2016,55,Alabama,0.99999998245536
Historical Average,2015/2016,55,Alabama,8.00610200071906e-09
Subtype Historical Average,2015/2016,55,Alabama,9.53853840676791e-09
Dynamic Harmonic Model,2016/2017,55,Alabama,0.999999978209062
Historical Average,2016/2017,55,Alabama,3.92815842459139e-09
Subtype Historical Average,2016/2017,55,Alabama,1.78627793576537e-08
Dynamic Harmonic Model,2017/2018,55,Alabama,0.999999957729247
Historical Average,2017/2018,55,Alabama,8.56193822816586e-09
Subtype Historical Average,2017/2018,55,Alabama,3.37088148717964e-08
Dynamic Harmonic Model,2014/2015,56,Alabama,0.999999532019398
Historical Average,2014/2015,56,Alabama,4.39514227225646e-07
Subtype Historical Average,2014/2015,56,Alabama,2.84663743554779e-08
Dynamic Harmonic Model,2015/2016,56,Alabama,0.999999817992879
Historical Average,2015/2016,56,Alabama,1.57357263671441e-07
Subtype Historical Average,2015/2016,56,Alabama,2.46498574093057e-08
Dynamic Harmonic Model,2016/2017,56,Alabama,0.999999979207724
Historical Average,2016/2017,56,Alabama,4.565990351523e-09
Subtype Historical Average,2016/2017,56,Alabama,1.62262851771408e-08
Dynamic Harmonic Model,2017/2018,56,Alabama,0.999999764782986
Historical Average,2017/2018,56,Alabama,1.35985333275557e-07
Subtype Historical Average,2017/2018,56,Alabama,9.92316808438277e-08
Dynamic Harmonic Model,2014/2015,57,Alabama,0.964940823153787
Historical Average,2014/2015,57,Alabama,0.0350545519969293
Subtype Historical Average,2014/2015,57,Alabama,4.62484928399233e-06
Dynamic Harmonic Model,2015/2016,57,Alabama,0.999999872953951
Historical Average,2015/2016,57,Alabama,6.84813893237765e-08
Subtype Historical Average,2015/2016,57,Alabama,5.85646600695214e-08
Dynamic Harmonic Model,2016/2017,57,Alabama,0.999997169625735
Historical Average,2016/2017,57,Alabama,2.74189303434235e-06
Subtype Historical Average,2016/2017,57,Alabama,8.84812301949525e-08
Dynamic Harmonic Model,2017/2018,57,Alabama,0.999995549323952
Historical Average,2017/2018,57,Alabama,4.26175976421929e-06
Subtype Historical Average,2017/2018,57,Alabama,1.88916283376509e-07
Dynamic Harmonic Model,2014/2015,58,Alabama,0.570985207826026
Historical Average,2014/2015,58,Alabama,0.429010118694456
Subtype Historical Average,2014/2015,58,Alabama,4.6734795181483e-06
Dynamic Harmonic Model,2015/2016,58,Alabama,0.853101241041634
Historical Average,2015/2016,58,Alabama,0.146831841378413
Subtype Historical Average,2015/2016,58,Alabama,6.69175799530526e-05
Dynamic Harmonic Model,2016/2017,58,Alabama,0.620431937056648
Historical Average,2016/2017,58,Alabama,0.379535689535753
Subtype Historical Average,2016/2017,58,Alabama,3.23734075986496e-05
Dynamic Harmonic Model,2017/2018,58,Alabama,0.825291851705266
Historical Average,2017/2018,58,Alabama,0.174679733226527
Subtype Historical Average,2017/2018,58,Alabama,2.84150682071806e-05
Dynamic Harmonic Model,2014/2015,59,Alabama,0.733167154775075
Historical Average,2014/2015,59,Alabama,0.266828296745501
Subtype Historical Average,2014/2015,59,Alabama,4.54847942418582e-06
Dynamic Harmonic Model,2015/2016,59,Alabama,0.999999772199219
Historical Average,2015/2016,59,Alabama,4.60481582366535e-08
Subtype Historical Average,2015/2016,59,Alabama,1.81752622278078e-07
Dynamic Harmonic Model,2016/2017,59,Alabama,0.752848851170686
Historical Average,2016/2017,59,Alabama,0.247124516754466
Subtype Historical Average,2016/2017,59,Alabama,2.66320748481063e-05
Dynamic Harmonic Model,2017/2018,59,Alabama,0.782718793089486
Historical Average,2017/2018,59,Alabama,0.217260960984935
Subtype Historical Average,2017/2018,59,Alabama,2.02459255785974e-05
Dynamic Harmonic Model,2014/2015,60,Alabama,0.842957883502851
Historical Average,2014/2015,60,Alabama,0.157039059272687
Subtype Historical Average,2014/2015,60,Alabama,3.0572244613553e-06
Dynamic Harmonic Model,2015/2016,60,Alabama,0.999999933843735
Historical Average,2015/2016,60,Alabama,6.57850547417541e-09
Subtype Historical Average,2015/2016,60,Alabama,5.95777591253628e-08
Dynamic Harmonic Model,2016/2017,60,Alabama,0.814653547538645
Historical Average,2016/2017,60,Alabama,0.185328351833799
Subtype Historical Average,2016/2017,60,Alabama,1.81006275563614e-05
Dynamic Harmonic Model,2017/2018,60,Alabama,0.837027870934446
Historical Average,2017/2018,60,Alabama,0.162960135567286
Subtype Historical Average,2017/2018,60,Alabama,1.19934982679964e-05
Dynamic Harmonic Model,2014/2015,61,Alabama,0.999999941662235
Historical Average,2014/2015,61,Alabama,5.29162138803062e-08
Subtype Historical Average,2014/2015,61,Alabama,5.42155154172576e-09
Dynamic Harmonic Model,2015/2016,61,Alabama,0.99999996032218
Historical Average,2015/2016,61,Alabama,6.15184040918193e-09
Subtype Historical Average,2015/2016,61,Alabama,3.35259796763974e-08
Dynamic Harmonic Model,2016/2017,61,Alabama,0.999999886780543
Historical Average,2016/2017,61,Alabama,6.79466606225863e-08
Subtype Historical Average,2016/2017,61,Alabama,4.52727967368201e-08
Dynamic Harmonic Model,2017/2018,61,Alabama,0.999999708587503
Historical Average,2017/2018,61,Alabama,1.92230970544403e-07
Subtype Historical Average,2017/2018,61,Alabama,9.91815262832273e-08
Dynamic Harmonic Model,2014/2015,62,Alabama,0.999999996226324
Historical Average,2014/2015,62,Alabama,2.8622816724553e-09
Subtype Historical Average,2014/2015,62,Alabama,9.11394855859757e-10
Dynamic Harmonic Model,2015/2016,62,Alabama,0.999999972030773
Historical Average,2015/2016,62,Alabama,7.95424581266011e-09
Subtype Historical Average,2015/2016,62,Alabama,2.00149811750522e-08
Dynamic Harmonic Model,2016/2017,62,Alabama,0.999999971197704
Historical Average,2016/2017,62,Alabama,1.52223479069098e-08
Subtype Historical Average,2016/2017,62,Alabama,1.35799477518109e-08
Dynamic Harmonic Model,2017/2018,62,Alabama,0.999999975084795
Historical Average,2017/2018,62,Alabama,1.34978249646597e-08
Subtype Historical Average,2017/2018,62,Alabama,1.14173803222783e-08
Dynamic Harmonic Model,2014/2015,63,Alabama,0.999999987604895
Historical Average,2014/2015,63,Alabama,9.62561534170925e-09
Subtype Historical Average,2014/2015,63,Alabama,2.76949000282328e-09
Dynamic Harmonic Model,2015/2016,63,Alabama,0.99999995313938
Historical Average,2015/2016,63,Alabama,2.28375518157459e-08
Subtype Historical Average,2015/2016,63,Alabama,2.40230677415297e-08
Dynamic Harmonic Model,2016/2017,63,Alabama,0.999999944797695
Historical Average,2016/2017,63,Alabama,4.26978041113831e-08
Subtype Historical Average,2016/2017,63,Alabama,1.25045004282167e-08
Dynamic Harmonic Model,2017/2018,63,Alabama,0.999999927781189
Historical Average,2017/2018,63,Alabama,5.42724509548782e-08
Subtype Historical Average,2017/2018,63,Alabama,1.79463604088194e-08
Dynamic Harmonic Model,2014/2015,64,Alabama,0.999999985104235
Historical Average,2014/2015,64,Alabama,1.0785595828677e-08
Subtype Historical Average,2014/2015,64,Alabama,4.1101692958182e-09
Dynamic Harmonic Model,2015/2016,64,Alabama,0.999999960007567
Historical Average,2015/2016,64,Alabama,3.3063729623937e-08
Subtype Historical Average,2015/2016,64,Alabama,6.92870342304059e-09
Dynamic Harmonic Model,2016/2017,64,Alabama,0.999999974081162
Historical Average,2016/2017,64,Alabama,2.34134191565995e-08
Subtype Historical Average,2016/2017,64,Alabama,2.50541869492979e-09
Dynamic Harmonic Model,2017/2018,64,Alabama,0.999999956025856
Historical Average,2017/2018,64,Alabama,3.97203498300097e-08
Subtype Historical Average,2017/2018,64,Alabama,4.25379431270552e-09
Dynamic Harmonic Model,2014/2015,65,Alabama,0.999999986267185
Historical Average,2014/2015,65,Alabama,8.43331010841292e-09
Subtype Historical Average,2014/2015,65,Alabama,5.29950446455693e-09
Dynamic Harmonic Model,2015/2016,65,Alabama,0.999999984583762
Historical Average,2015/2016,65,Alabama,1.18973327020655e-08
Subtype Historical Average,2015/2016,65,Alabama,3.51890520610377e-09
Dynamic Harmonic Model,2016/2017,65,Alabama,0.999999986507377
Historical Average,2016/2017,65,Alabama,1.12402479020694e-08
Subtype Historical Average,2016/2017,65,Alabama,2.25237483860493e-09
Dynamic Harmonic Model,2017/2018,65,Alabama,0.999999982696433
Historical Average,2017/2018,65,Alabama,1.38013722944947e-08
Subtype Historical Average,2017/2018,65,Alabama,3.50219458325122e-09
Dynamic Harmonic Model,2014/2015,66,Alabama,0.999999994488467
Historical Average,2014/2015,66,Alabama,2.58584122483282e-09
Subtype Historical Average,2014/2015,66,Alabama,2.92569150978177e-09
Dynamic Harmonic Model,2015/2016,66,Alabama,0.999999993356876
Historical Average,2015/2016,66,Alabama,4.37578938806138e-09
Subtype Historical Average,2015/2016,66,Alabama,2.26733478480243e-09
Dynamic Harmonic Model,2016/2017,66,Alabama,0.999999991762514
Historical Average,2016/2017,66,Alabama,5.91206999461604e-09
Subtype Historical Average,2016/2017,66,Alabama,2.32541627957612e-09
Dynamic Harmonic Model,2017/2018,66,Alabama,0.999999994607382
Historical Average,2017/2018,66,Alabama,3.39905302796972e-09
Subtype Historical Average,2017/2018,66,Alabama,1.99356504059983e-09
Dynamic Harmonic Model,2014/2015,67,Alabama,0.999999990705802
Historical Average,2014/2015,67,Alabama,3.10322322975221e-09
Subtype Historical Average,2014/2015,67,Alabama,6.19097439107812e-09
Dynamic Harmonic Model,2015/2016,67,Alabama,0.999999992713958
Historical Average,2015/2016,67,Alabama,4.37086430779477e-09
Subtype Historical Average,2015/2016,67,Alabama,2.91517739121487e-09
Dynamic Harmonic Model,2016/2017,67,Alabama,0.999999994283593
Historical Average,2016/2017,67,Alabama,3.71594712817688e-09
Subtype Historical Average,2016/2017,67,Alabama,2.00046020813754e-09
Dynamic Harmonic Model,2017/2018,67,Alabama,0.999999992845374
Historical Average,2017/2018,67,Alabama,3.64500902439959e-09
Subtype Historical Average,2017/2018,67,Alabama,3.50961714356662e-09
Dynamic Harmonic Model,2014/2015,68,Alabama,0.999999992422879
Historical Average,2014/2015,68,Alabama,1.84528897477408e-09
Subtype Historical Average,2014/2015,68,Alabama,5.73183195969027e-09
Dynamic Harmonic Model,2015/2016,68,Alabama,0.999999992160088
Historical Average,2015/2016,68,Alabama,4.95596949504694e-09
Subtype Historical Average,2015/2016,68,Alabama,2.88394265808967e-09
Dynamic Harmonic Model,2016/2017,68,Alabama,0.999999997117353
Historical Average,2016/2017,68,Alabama,1.90791826150311e-09
Subtype Historical Average,2016/2017,68,Alabama,9.74729141194249e-10
Dynamic Harmonic Model,2017/2018,68,Alabama,0.999999992735714
Historical Average,2017/2018,68,Alabama,3.6878414529652e-09
Subtype Historical Average,2017/2018,68,Alabama,3.57644405773748e-09
Dynamic Harmonic Model,2014/2015,69,Alabama,0.999999982970926
Historical Average,2014/2015,69,Alabama,3.41478058500424e-09
Subtype Historical Average,2014/2015,69,Alabama,1.36142936426916e-08
Dynamic Harmonic Model,2015/2016,69,Alabama,0.999999982937012
Historical Average,2015/2016,69,Alabama,1.05404124380621e-08
Subtype Historical Average,2015/2016,69,Alabama,6.52257525274287e-09
Dynamic Harmonic Model,2016/2017,69,Alabama,0.999999989423438
Historical Average,2016/2017,69,Alabama,7.08332734005581e-09
Subtype Historical Average,2016/2017,69,Alabama,3.49323505128771e-09
Dynamic Harmonic Model,2017/2018,69,Alabama,0.999999986639742
Historical Average,2017/2018,69,Alabama,6.35987070313937e-09
Subtype Historical Average,2017/2018,69,Alabama,7.00038759853988e-09
Dynamic Harmonic Model,2014/2015,70,Alabama,0.999999990049155
Historical Average,2014/2015,70,Alabama,2.22250910994226e-09
Subtype Historical Average,2014/2015,70,Alabama,7.72833603727102e-09
Dynamic Harmonic Model,2015/2016,70,Alabama,0.999999991655661
Historical Average,2015/2016,70,Alabama,5.7564704920367e-09
Subtype Historical Average,2015/2016,70,Alabama,2.58786876656188e-09
Dynamic Harmonic Model,2016/2017,70,Alabama,0.999999992669275
Historical Average,2016/2017,70,Alabama,4.7571620851137e-09
Subtype Historical Average,2016/2017,70,Alabama,2.57356255671119e-09
Dynamic Harmonic Model,2017/2018,70,Alabama,0.999999992428452
Historical Average,2017/2018,70,Alabama,3.89526781330004e-09
Subtype Historical Average,2017/2018,70,Alabama,3.67627967149564e-09
Dynamic Harmonic Model,2014/2015,71,Alabama,0.999999991192127
Historical Average,2014/2015,71,Alabama,2.50096288972164e-09
Subtype Historical Average,2014/2015,71,Alabama,6.30691017848596e-09
Dynamic Harmonic Model,2015/2016,71,Alabama,0.999999992496193
Historical Average,2015/2016,71,Alabama,5.6662440616711e-09
Subtype Historical Average,2015/2016,71,Alabama,1.83756295673742e-09
Dynamic Harmonic Model,2016/2017,71,Alabama,0.999999994059902
Historical Average,2016/2017,71,Alabama,4.13439997675718e-09
Subtype Historical Average,2016/2017,71,Alabama,1.80569772586814e-09
Dynamic Harmonic Model,2017/2018,71,Alabama,0.999999993950045
Historical Average,2017/2018,71,Alabama,3.52612127117367e-09
Subtype Historical Average,2017/2018,71,Alabama,2.52383363687189e-09
Dynamic Harmonic Model,2014/2015,72,Alabama,0.999999987159497
Historical Average,2014/2015,72,Alabama,3.7041013394367e-09
Subtype Historical Average,2014/2015,72,Alabama,9.13640192983079e-09
Dynamic Harmonic Model,2015/2016,72,Alabama,0.999999978398468
Historical Average,2015/2016,72,Alabama,1.52233042537964e-08
Subtype Historical Average,2015/2016,72,Alabama,6.37822775353679e-09
Dynamic Harmonic Model,2016/2017,72,Alabama,0.999999988062944
Historical Average,2016/2017,72,Alabama,7.40480900286449e-09
Subtype Historical Average,2016/2017,72,Alabama,4.53224696236484e-09
Dynamic Harmonic Model,2017/2018,72,Alabama,0.999999984298146
Historical Average,2017/2018,72,Alabama,7.60114520744473e-09
Subtype Historical Average,2017/2018,72,Alabama,8.10070863186782e-09
Dynamic Harmonic Model,2014/2015,40,Alaska,0.689515612804655
Historical Average,2014/2015,40,Alaska,3.33843585634382e-06
Subtype Historical Average,2014/2015,40,Alaska,0.310481048759488
Dynamic Harmonic Model,2015/2016,40,Alaska,0.96929967597632
Historical Average,2015/2016,40,Alaska,1.67852956134486e-07
Subtype Historical Average,2015/2016,40,Alaska,0.0307001561707233
Dynamic Harmonic Model,2016/2017,40,Alaska,0.999997948860505
Historical Average,2016/2017,40,Alaska,9.47479820983799e-13
Subtype Historical Average,2016/2017,40,Alaska,2.0511385472995e-06
Dynamic Harmonic Model,2017/2018,40,Alaska,4.53741714224618e-05
Historical Average,2017/2018,40,Alaska,5.27783629461189e-12
Subtype Historical Average,2017/2018,40,Alaska,0.9999546258233
Dynamic Harmonic Model,2014/2015,41,Alaska,0.604871900201548
Historical Average,2014/2015,41,Alaska,4.59055825520308e-06
Subtype Historical Average,2014/2015,41,Alaska,0.395123509240197
Dynamic Harmonic Model,2015/2016,41,Alaska,0.941948956932295
Historical Average,2015/2016,41,Alaska,3.88646765637538e-06
Subtype Historical Average,2015/2016,41,Alaska,0.0580471566000486
Dynamic Harmonic Model,2016/2017,41,Alaska,0.999939699732565
Historical Average,2016/2017,41,Alaska,2.15765633208764e-21
Subtype Historical Average,2016/2017,41,Alaska,6.03002674345402e-05
Dynamic Harmonic Model,2017/2018,41,Alaska,0.0948695517406867
Historical Average,2017/2018,41,Alaska,2.33049889239495e-06
Subtype Historical Average,2017/2018,41,Alaska,0.905128117760421
Dynamic Harmonic Model,2014/2015,42,Alaska,0.754171491998787
Historical Average,2014/2015,42,Alaska,5.1841208442282e-06
Subtype Historical Average,2014/2015,42,Alaska,0.245823323880369
Dynamic Harmonic Model,2015/2016,42,Alaska,0.830323233921493
Historical Average,2015/2016,42,Alaska,2.63057741676894e-06
Subtype Historical Average,2015/2016,42,Alaska,0.16967413550109
Dynamic Harmonic Model,2016/2017,42,Alaska,0.816098920096287
Historical Average,2016/2017,42,Alaska,1.61434317871074e-06
Subtype Historical Average,2016/2017,42,Alaska,0.183899465560534
Dynamic Harmonic Model,2017/2018,42,Alaska,0.000541483741971483
Historical Average,2017/2018,42,Alaska,2.43539024214859e-33
Subtype Historical Average,2017/2018,42,Alaska,0.999458516258029
Dynamic Harmonic Model,2014/2015,43,Alaska,0.724454666394583
Historical Average,2014/2015,43,Alaska,6.84982920302625e-06
Subtype Historical Average,2014/2015,43,Alaska,0.275538483776214
Dynamic Harmonic Model,2015/2016,43,Alaska,0.9999993714302
Historical Average,2015/2016,43,Alaska,2.06678463649809e-08
Subtype Historical Average,2015/2016,43,Alaska,6.07901953668529e-07
Dynamic Harmonic Model,2016/2017,43,Alaska,0.999998673835931
Historical Average,2016/2017,43,Alaska,1.13944699348351e-10
Subtype Historical Average,2016/2017,43,Alaska,1.3260501239154e-06
Dynamic Harmonic Model,2017/2018,43,Alaska,0.741471456470142
Historical Average,2017/2018,43,Alaska,1.75301766221432e-06
Subtype Historical Average,2017/2018,43,Alaska,0.258526790512195
Dynamic Harmonic Model,2014/2015,44,Alaska,0.74563626139606
Historical Average,2014/2015,44,Alaska,6.92161066684102e-06
Subtype Historical Average,2014/2015,44,Alaska,0.254356816993273
Dynamic Harmonic Model,2015/2016,44,Alaska,0.999999818908724
Historical Average,2015/2016,44,Alaska,2.67552082752883e-08
Subtype Historical Average,2015/2016,44,Alaska,1.54336067985699e-07
Dynamic Harmonic Model,2016/2017,44,Alaska,0.999999692384968
Historical Average,2016/2017,44,Alaska,2.20553810489928e-09
Subtype Historical Average,2016/2017,44,Alaska,3.05409493894184e-07
Dynamic Harmonic Model,2017/2018,44,Alaska,0.895738820158977
Historical Average,2017/2018,44,Alaska,2.47230869098984e-06
Subtype Historical Average,2017/2018,44,Alaska,0.104258707532332
Dynamic Harmonic Model,2014/2015,45,Alaska,0.736231244492537
Historical Average,2014/2015,45,Alaska,3.36412527996035e-06
Subtype Historical Average,2014/2015,45,Alaska,0.263765391382183
Dynamic Harmonic Model,2015/2016,45,Alaska,0.999999892774642
Historical Average,2015/2016,45,Alaska,1.44211209155162e-08
Subtype Historical Average,2015/2016,45,Alaska,9.2804236913927e-08
Dynamic Harmonic Model,2016/2017,45,Alaska,0.999999116547116
Historical Average,2016/2017,45,Alaska,7.73405754995812e-11
Subtype Historical Average,2016/2017,45,Alaska,8.83375543422685e-07
Dynamic Harmonic Model,2017/2018,45,Alaska,0.780616716939941
Historical Average,2017/2018,45,Alaska,1.49331419363036e-06
Subtype Historical Average,2017/2018,45,Alaska,0.219381789745865
Dynamic Harmonic Model,2014/2015,46,Alaska,0.86667070569667
Historical Average,2014/2015,46,Alaska,2.45102153215892e-06
Subtype Historical Average,2014/2015,46,Alaska,0.133326843281798
Dynamic Harmonic Model,2015/2016,46,Alaska,0.999999908400183
Historical Average,2015/2016,46,Alaska,1.63728574907719e-08
Subtype Historical Average,2015/2016,46,Alaska,7.52269597424785e-08
Dynamic Harmonic Model,2016/2017,46,Alaska,0.999998721037209
Historical Average,2016/2017,46,Alaska,6.38734288505472e-11
Subtype Historical Average,2016/2017,46,Alaska,1.27889891719663e-06
Dynamic Harmonic Model,2017/2018,46,Alaska,0.886424120206817
Historical Average,2017/2018,46,Alaska,1.99127829740021e-06
Subtype Historical Average,2017/2018,46,Alaska,0.113573888514886
Dynamic Harmonic Model,2014/2015,47,Alaska,0.963015737673078
Historical Average,2014/2015,47,Alaska,2.05247515941327e-06
Subtype Historical Average,2014/2015,47,Alaska,0.0369822098517622
Dynamic Harmonic Model,2015/2016,47,Alaska,0.999999886317089
Historical Average,2015/2016,47,Alaska,1.68159694256648e-08
Subtype Historical Average,2015/2016,47,Alaska,9.68669416181061e-08
Dynamic Harmonic Model,2016/2017,47,Alaska,0.999999291069107
Historical Average,2016/2017,47,Alaska,3.18212052986462e-10
Subtype Historical Average,2016/2017,47,Alaska,7.0861268101154e-07
Dynamic Harmonic Model,2017/2018,47,Alaska,0.910944571869767
Historical Average,2017/2018,47,Alaska,2.69349483596305e-06
Subtype Historical Average,2017/2018,47,Alaska,0.0890527346353973
Dynamic Harmonic Model,2014/2015,48,Alaska,0.999995269878324
Historical Average,2014/2015,48,Alaska,8.50504490530448e-12
Subtype Historical Average,2014/2015,48,Alaska,4.73011317058761e-06
Dynamic Harmonic Model,2015/2016,48,Alaska,0.999999888895555
Historical Average,2015/2016,48,Alaska,1.49019050443612e-08
Subtype Historical Average,2015/2016,48,Alaska,9.62025401491664e-08
Dynamic Harmonic Model,2016/2017,48,Alaska,0.999999754340439
Historical Average,2016/2017,48,Alaska,1.71859475142381e-09
Subtype Historical Average,2016/2017,48,Alaska,2.43940966443388e-07
Dynamic Harmonic Model,2017/2018,48,Alaska,0.999998360468661
Historical Average,2017/2018,48,Alaska,3.68698000652005e-10
Subtype Historical Average,2017/2018,48,Alaska,1.63916264100767e-06
Dynamic Harmonic Model,2014/2015,49,Alaska,0.99999747495897
Historical Average,2014/2015,49,Alaska,9.57785294523728e-11
Subtype Historical Average,2014/2015,49,Alaska,2.52494525112611e-06
Dynamic Harmonic Model,2015/2016,49,Alaska,0.9999997664158
Historical Average,2015/2016,49,Alaska,1.33827786914147e-08
Subtype Historical Average,2015/2016,49,Alaska,2.20201421549159e-07
Dynamic Harmonic Model,2016/2017,49,Alaska,0.99999973767372
Historical Average,2016/2017,49,Alaska,1.364454437307e-09
Subtype Historical Average,2016/2017,49,Alaska,2.60961825931838e-07
Dynamic Harmonic Model,2017/2018,49,Alaska,0.999998542163858
Historical Average,2017/2018,49,Alaska,1.03753537858431e-09
Subtype Historical Average,2017/2018,49,Alaska,1.45679860668615e-06
Dynamic Harmonic Model,2014/2015,50,Alaska,0.747408192197612
Historical Average,2014/2015,50,Alaska,3.99696969709032e-06
Subtype Historical Average,2014/2015,50,Alaska,0.252587810832691
Dynamic Harmonic Model,2015/2016,50,Alaska,0.907035201362446
Historical Average,2015/2016,50,Alaska,6.33666436308783e-06
Subtype Historical Average,2015/2016,50,Alaska,0.0929584619731912
Dynamic Harmonic Model,2016/2017,50,Alaska,0.962464182634518
Historical Average,2016/2017,50,Alaska,1.13753477657628e-06
Subtype Historical Average,2016/2017,50,Alaska,0.0375346798307053
Dynamic Harmonic Model,2017/2018,50,Alaska,0.768114585362059
Historical Average,2017/2018,50,Alaska,3.65435062189152e-06
Subtype Historical Average,2017/2018,50,Alaska,0.231881760287319
Dynamic Harmonic Model,2014/2015,51,Alaska,0.750036032502907
Historical Average,2014/2015,51,Alaska,4.49092184764368e-06
Subtype Historical Average,2014/2015,51,Alaska,0.249959476575245
Dynamic Harmonic Model,2015/2016,51,Alaska,0.999552441197205
Historical Average,2015/2016,51,Alaska,1.67287426541072e-13
Subtype Historical Average,2015/2016,51,Alaska,0.000447558802627918
Dynamic Harmonic Model,2016/2017,51,Alaska,0.976792143316181
Historical Average,2016/2017,51,Alaska,1.05904245975487e-06
Subtype Historical Average,2016/2017,51,Alaska,0.0232067976413595
Dynamic Harmonic Model,2017/2018,51,Alaska,0.769760537269829
Historical Average,2017/2018,51,Alaska,3.94266996316319e-06
Subtype Historical Average,2017/2018,51,Alaska,0.230235520060208
Dynamic Harmonic Model,2014/2015,52,Alaska,0.764098117992994
Historical Average,2014/2015,52,Alaska,5.06789057755991e-06
Subtype Historical Average,2014/2015,52,Alaska,0.235896814116429
Dynamic Harmonic Model,2015/2016,52,Alaska,0.976234020715417
Historical Average,2015/2016,52,Alaska,2.60220427545327e-05
Subtype Historical Average,2015/2016,52,Alaska,0.0237399572418283
Dynamic Harmonic Model,2016/2017,52,Alaska,0.958546458160357
Historical Average,2016/2017,52,Alaska,1.54308325977691e-06
Subtype Historical Average,2016/2017,52,Alaska,0.0414519987563831
Dynamic Harmonic Model,2017/2018,52,Alaska,0.687556442373954
Historical Average,2017/2018,52,Alaska,1.22261079030989e-05
Subtype Historical Average,2017/2018,52,Alaska,0.312431331518143
Dynamic Harmonic Model,2014/2015,53,Alaska,0.786356496356952
Historical Average,2014/2015,53,Alaska,8.28780928998429e-06
Subtype Historical Average,2014/2015,53,Alaska,0.213635215833758
Dynamic Harmonic Model,2015/2016,53,Alaska,0.824973367229073
Historical Average,2015/2016,53,Alaska,6.64970238893342e-05
Subtype Historical Average,2015/2016,53,Alaska,0.174960135747038
Dynamic Harmonic Model,2016/2017,53,Alaska,0.925187476216586
Historical Average,2016/2017,53,Alaska,1.16269649087636e-06
Subtype Historical Average,2016/2017,53,Alaska,0.074811361086923
Dynamic Harmonic Model,2017/2018,53,Alaska,0.431271364184808
Historical Average,2017/2018,53,Alaska,2.65671429821146e-05
Subtype Historical Average,2017/2018,53,Alaska,0.56870206867221
Dynamic Harmonic Model,2014/2015,54,Alaska,0.87857020022602
Historical Average,2014/2015,54,Alaska,5.94509073809475e-06
Subtype Historical Average,2014/2015,54,Alaska,0.121423854683242
Dynamic Harmonic Model,2015/2016,54,Alaska,0.999999939820666
Historical Average,2015/2016,54,Alaska,3.19823914860995e-08
Subtype Historical Average,2015/2016,54,Alaska,2.81969423428812e-08
Dynamic Harmonic Model,2016/2017,54,Alaska,0.933116497885735
Historical Average,2016/2017,54,Alaska,3.88832266956487e-06
Subtype Historical Average,2016/2017,54,Alaska,0.0668796137915951
Dynamic Harmonic Model,2017/2018,54,Alaska,0.823683742621517
Historical Average,2017/2018,54,Alaska,2.07017481024456e-05
Subtype Historical Average,2017/2018,54,Alaska,0.17629555563038
Dynamic Harmonic Model,2014/2015,55,Alaska,0.770335812768748
Historical Average,2014/2015,55,Alaska,1.12378875444156e-05
Subtype Historical Average,2014/2015,55,Alaska,0.229652949343707
Dynamic Harmonic Model,2015/2016,55,Alaska,0.999999874976324
Historical Average,2015/2016,55,Alaska,9.0476189175331e-08
Subtype Historical Average,2015/2016,55,Alaska,3.45474868501517e-08
Dynamic Harmonic Model,2016/2017,55,Alaska,0.857907970050574
Historical Average,2016/2017,55,Alaska,1.87084832024288e-05
Subtype Historical Average,2016/2017,55,Alaska,0.142073321466224
Dynamic Harmonic Model,2017/2018,55,Alaska,0.658830501857852
Historical Average,2017/2018,55,Alaska,0.000440816658096484
Subtype Historical Average,2017/2018,55,Alaska,0.340728681484052
Dynamic Harmonic Model,2014/2015,56,Alaska,0.953406460985748
Historical Average,2014/2015,56,Alaska,5.15610650146422e-06
Subtype Historical Average,2014/2015,56,Alaska,0.0465883829077501
Dynamic Harmonic Model,2015/2016,56,Alaska,0.999999732394482
Historical Average,2015/2016,56,Alaska,1.09377606300576e-07
Subtype Historical Average,2015/2016,56,Alaska,1.58227911504609e-07
Dynamic Harmonic Model,2016/2017,56,Alaska,0.924481263476005
Historical Average,2016/2017,56,Alaska,6.62726601124941e-06
Subtype Historical Average,2016/2017,56,Alaska,0.0755121092579835
Dynamic Harmonic Model,2017/2018,56,Alaska,0.745337112604775
Historical Average,2017/2018,56,Alaska,1.62532659419562e-05
Subtype Historical Average,2017/2018,56,Alaska,0.254646634129283
Dynamic Harmonic Model,2014/2015,57,Alaska,0.966145762828099
Historical Average,2014/2015,57,Alaska,4.39108230924813e-06
Subtype Historical Average,2014/2015,57,Alaska,0.0338498460895919
Dynamic Harmonic Model,2015/2016,57,Alaska,0.999999868723582
Historical Average,2015/2016,57,Alaska,5.70973217707793e-08
Subtype Historical Average,2015/2016,57,Alaska,7.41790964541553e-08
Dynamic Harmonic Model,2016/2017,57,Alaska,0.934319049917517
Historical Average,2016/2017,57,Alaska,6.25985353226012e-06
Subtype Historical Average,2016/2017,57,Alaska,0.0656746902289503
Dynamic Harmonic Model,2017/2018,57,Alaska,0.811624976238731
Historical Average,2017/2018,57,Alaska,1.46410999234346e-05
Subtype Historical Average,2017/2018,57,Alaska,0.188360382661346
